Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Year,Month,MonthName,YearMonth,Quarter,DaysToShip,ProfitMargin,OrderTotal,AOV,Rank,ProfitPerUnit,AvgDealSize,MonthlyTarget,EstimatedPipelineNeeded
2221,CA-2017-130841,2017-07-28,2017-08-01,Standard Class,MH-17620,Matt Hagelstein,Corporate,United States,San Francisco,California,94110,West,TEC-PH-10001817,Technology,Phones,Wilson Electronics DB Pro Signal Booster,1145.6000000000001,4,0.2,100.24000000000007,2017,7,Jul,2017-07,2017Q3,4,0.08750000000000005,1170.564,598.988,38.0,25.060000000000016,390.18800000000005,16625.075144791666,5728.0
2222,CA-2015-131884,2015-12-06,2015-12-06,Same Day,DK-13375,Dennis Kane,Consumer,United States,Marion,Ohio,43302,East,TEC-PH-10001578,Technology,Phones,Polycom SoundStation2 EX Conference phone,485.93999999999994,2,0.4,-89.08900000000006,2015,12,Dec,2015-12,2015Q4,0,-0.18333333333333346,594.002,555.7986086956522,153.0,-44.54450000000003,198.00066666666666,15555.403416666668,2429.6999999999994
2223,CA-2015-131884,2015-12-06,2015-12-06,Same Day,DK-13375,Dennis Kane,Consumer,United States,Marion,Ohio,43302,East,OFF-AR-10004078,Office Supplies,Art,Newell 312,37.376,8,0.2,4.671999999999999,2015,12,Dec,2015-12,2015Q4,0,0.12499999999999997,594.002,555.7986086956522,1037.0,0.5839999999999999,198.00066666666666,15555.403416666668,186.87999999999997
2224,CA-2015-131884,2015-12-06,2015-12-06,Same Day,DK-13375,Dennis Kane,Consumer,United States,Marion,Ohio,43302,East,FUR-CH-10004860,Furniture,Chairs,Global Low Back Tilter Chair,70.68599999999999,1,0.3,-24.23520000000001,2015,12,Dec,2015-12,2015Q4,0,-0.342857142857143,594.002,555.7986086956522,341.0,-24.23520000000001,198.00066666666666,15555.403416666668,353.42999999999995
2225,CA-2017-121909,2017-07-31,2017-08-05,Standard Class,EA-14035,Erin Ashbrook,Corporate,United States,Philadelphia,Pennsylvania,19134,East,OFF-PA-10003790,Office Supplies,Paper,Xerox 1991,54.816,3,0.2,17.815199999999997,2017,7,Jul,2017-07,2017Q3,5,0.32499999999999996,54.816,234.46883999999997,686.0,5.938399999999999,54.816,15555.403416666668,274.08
2226,CA-2016-106383,2016-03-19,2016-03-21,Second Class,BT-11440,Bobby Trafton,Consumer,United States,Littleton,Colorado,80122,West,FUR-BO-10002202,Furniture,Bookcases,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",72.29400000000001,1,0.7,-98.80179999999999,2016,3,Mar,2016-03,2016Q1,2,-1.3666666666666663,72.29400000000001,274.85999999999996,843.0,-98.80179999999999,72.29400000000001,16625.075144791666,361.47
2227,CA-2017-130771,2017-07-29,2017-08-03,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Austin,Texas,78745,Central,OFF-FA-10003059,Office Supplies,Fasteners,Assorted Color Push Pins,2.8960000000000004,2,0.2,0.4705999999999998,2017,7,Jul,2017-07,2017Q3,5,0.16249999999999992,127.68800000000002,1073.346076923077,1717.0,0.2352999999999999,63.84400000000001,11486.7474975,14.48
2228,CA-2017-130771,2017-07-29,2017-08-03,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Austin,Texas,78745,Central,TEC-PH-10002496,Technology,Phones,Cisco SPA301,124.79200000000002,1,0.2,15.598999999999993,2017,7,Jul,2017-07,2017Q3,5,0.12499999999999993,127.68800000000002,1073.346076923077,144.0,15.598999999999993,63.84400000000001,11486.7474975,623.96
2229,CA-2016-139157,2016-10-01,2016-10-05,Standard Class,GM-14680,Greg Matthias,Consumer,United States,New York City,New York,10024,East,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",330.588,1,0.4,-115.70580000000004,2016,10,Oct,2016-10,2016Q4,4,-0.3500000000000001,330.588,784.1400000000001,136.0,-115.70580000000004,330.588,15555.403416666668,1652.94
2230,CA-2014-128055,2014-03-31,2014-04-05,Standard Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,94122,West,OFF-BI-10004390,Office Supplies,Binders,GBC DocuBind 200 Manual Binding Machine,673.5680000000001,2,0.2,252.588,2014,3,Mar,2014-03,2014Q1,5,0.37499999999999994,726.5480000000001,1810.2094545454545,139.0,126.294,363.27400000000006,16625.075144791666,3367.84
2231,CA-2014-128055,2014-03-31,2014-04-05,Standard Class,AA-10315,Alex Avila,Consumer,United States,San Francisco,California,94122,West,OFF-AP-10002765,Office Supplies,Appliances,Fellowes Advanced Computer Series Surge Protectors,52.98,2,0.0,14.834400000000002,2014,3,Mar,2014-03,2014Q1,5,0.2800000000000001,726.5480000000001,1810.2094545454545,850.0,7.417200000000001,363.27400000000006,16625.075144791666,264.9
2232,CA-2017-157091,2017-06-26,2017-07-01,Standard Class,DB-13405,Denny Blanton,Consumer,United States,La Porte,Indiana,46350,Central,FUR-FU-10000293,Furniture,Furnishings,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,526.45,5,0.0,31.58699999999996,2017,6,Jun,2017-06,2017Q2,5,0.05999999999999992,526.45,491.97457142857144,399.0,6.317399999999992,526.45,11486.7474975,2632.25
2233,CA-2017-132122,2017-07-09,2017-07-14,Standard Class,JH-15820,John Huston,Consumer,United States,Chicago,Illinois,60610,Central,OFF-ST-10003692,Office Supplies,Storage,Recycled Steel Personal File for Hanging File Folders,228.92,5,0.2,14.307499999999997,2017,7,Jul,2017-07,2017Q3,5,0.06249999999999999,228.92,114.60725,505.0,2.8614999999999995,228.92,11486.7474975,1144.6
2234,CA-2015-123232,2015-12-14,2015-12-16,Second Class,DJ-13630,Doug Jacobs,Consumer,United States,Portland,Oregon,97206,West,TEC-PH-10001051,Technology,Phones,HTC One,319.968,4,0.2,35.99639999999995,2015,12,Dec,2015-12,2015Q4,2,0.11249999999999984,319.968,1539.7219999999998,477.0,8.999099999999988,319.968,16625.075144791666,1599.84
2235,CA-2017-104066,2017-12-05,2017-12-10,Standard Class,QJ-19255,Quincy Jones,Corporate,United States,Burlington,Vermont,5408,East,TEC-AC-10001013,Technology,Accessories,Logitech ClearChat Comfort/USB Headset H390,205.03,7,0.0,67.65989999999998,2017,12,Dec,2017-12,2017Q4,5,0.3299999999999999,205.03,591.4933846153846,718.0,9.665699999999998,205.03,15555.403416666668,1025.1499999999999
2236,CA-2015-145849,2015-09-15,2015-09-17,Second Class,CT-11995,Carol Triggs,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-ST-10000025,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,190.86,2,0.0,11.451599999999985,2015,9,Sep,2015-09,2015Q3,2,0.059999999999999915,215.18,535.573,184.0,5.7257999999999925,107.59,11486.7474975,954.3000000000001
2237,CA-2015-145849,2015-09-15,2015-09-17,Second Class,CT-11995,Carol Triggs,Consumer,United States,Indianapolis,Indiana,46203,Central,OFF-AR-10000817,Office Supplies,Art,Manco Dry-Lighter Erasable Highlighter,24.32,8,0.0,8.268799999999999,2015,9,Sep,2015-09,2015Q3,2,0.33999999999999997,215.18,535.573,1435.0,1.0335999999999999,107.59,11486.7474975,121.6
2238,CA-2016-122322,2016-07-15,2016-07-21,Standard Class,RH-19510,Rick Huthwaite,Home Office,United States,Provo,Utah,84604,West,OFF-SU-10000952,Office Supplies,Supplies,Fiskars Home & Office Scissors,44.400000000000006,5,0.0,12.432000000000002,2016,7,Jul,2016-07,2016Q3,6,0.28,44.400000000000006,1529.1308333333334,1385.0,2.4864000000000006,44.400000000000006,16625.075144791666,222.00000000000003
2239,CA-2017-166849,2017-04-20,2017-04-26,Standard Class,SJ-20125,Sanjit Jacobs,Home Office,United States,Chicago,Illinois,60610,Central,FUR-FU-10004597,Furniture,Furnishings,Eldon Cleatmat Chair Mats for Medium Pile Carpets,44.400000000000006,2,0.6,-52.16999999999999,2017,4,Apr,2017-04,2017Q2,6,-1.1749999999999996,44.400000000000006,550.8088333333334,892.0,-26.084999999999994,44.400000000000006,11486.7474975,222.00000000000003
2240,CA-2016-146633,2016-11-15,2016-11-17,Second Class,TG-21310,Toby Gnade,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10003527,Office Supplies,Binders,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,1016.792,1,0.2,381.297,2016,11,Nov,2016-11,2016Q4,2,0.375,1054.928,744.0053333333334,2.0,381.297,527.464,16625.075144791666,5083.96
2241,CA-2016-146633,2016-11-15,2016-11-17,Second Class,TG-21310,Toby Gnade,Consumer,United States,Los Angeles,California,90049,West,OFF-BI-10002982,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,38.136,7,0.2,13.347599999999998,2016,11,Nov,2016-11,2016Q4,2,0.3499999999999999,1054.928,744.0053333333334,1235.0,1.9067999999999998,527.464,16625.075144791666,190.68
2242,US-2016-126893,2016-11-26,2016-12-01,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,494.98199999999997,3,0.4,-115.49580000000006,2016,11,Nov,2016-11,2016Q4,5,-0.23333333333333348,494.98199999999997,535.573,51.0,-38.49860000000002,494.98199999999997,15555.403416666668,2474.91
2243,CA-2017-103380,2017-11-21,2017-11-25,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,OFF-ST-10003442,Office Supplies,Storage,Eldon Portable Mobile Manager,56.56,2,0.0,15.2712,2017,11,Nov,2017-11,2017Q4,4,0.27,739.7360000000001,487.2392000000001,552.0,7.6356,147.9472,16625.075144791666,282.8
2244,CA-2017-103380,2017-11-21,2017-11-25,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,OFF-AR-10003856,Office Supplies,Art,Newell 344,5.56,2,0.0,1.4455999999999998,2017,11,Nov,2017-11,2017Q4,4,0.25999999999999995,739.7360000000001,487.2392000000001,1652.0,0.7227999999999999,147.9472,16625.075144791666,27.799999999999997
2245,CA-2017-103380,2017-11-21,2017-11-25,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,9.02,2,0.0,3.5178000000000003,2017,11,Nov,2017-11,2017Q4,4,0.39000000000000007,739.7360000000001,487.2392000000001,1560.0,1.7589000000000001,147.9472,16625.075144791666,45.099999999999994
2246,CA-2017-103380,2017-11-21,2017-11-25,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,OFF-AP-10001492,Office Supplies,Appliances,"Acco Six-Outlet Power Strip, 4' Cord Length",8.62,1,0.0,2.2412,2017,11,Nov,2017-11,2017Q4,4,0.26,739.7360000000001,487.2392000000001,893.0,2.2412,147.9472,16625.075144791666,43.099999999999994
2247,CA-2017-103380,2017-11-21,2017-11-25,Standard Class,BF-11005,Barry Franz,Home Office,United States,Pasadena,California,91104,West,TEC-PH-10004165,Technology,Phones,Mitel MiVoice 5330e IP Phone,659.9760000000001,3,0.2,49.49819999999997,2017,11,Nov,2017-11,2017Q4,4,0.07499999999999994,739.7360000000001,487.2392000000001,51.0,16.49939999999999,147.9472,16625.075144791666,3299.8800000000006
2248,CA-2015-116092,2015-02-15,2015-02-18,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10004285,Office Supplies,Paper,Xerox 1959,13.36,2,0.0,6.4128,2015,2,Feb,2015-02,2015Q1,3,0.48,627.48,380.0713684210526,1268.0,3.2064,125.49600000000001,16625.075144791666,66.8
2249,CA-2015-116092,2015-02-15,2015-02-18,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10001628,Office Supplies,Binders,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",41.72,5,0.2,13.037499999999998,2015,2,Feb,2015-02,2015Q1,3,0.31249999999999994,627.48,380.0713684210526,949.0,2.6074999999999995,125.49600000000001,16625.075144791666,208.6
2250,CA-2015-116092,2015-02-15,2015-02-18,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-BI-10000546,Office Supplies,Binders,Avery Durable Binders,11.52,5,0.2,4.176,2015,2,Feb,2015-02,2015Q1,3,0.36250000000000004,627.48,380.0713684210526,1443.0,0.8352,125.49600000000001,16625.075144791666,57.599999999999994
2251,CA-2015-116092,2015-02-15,2015-02-18,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-AP-10001391,Office Supplies,Appliances,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,541.4399999999999,6,0.0,157.01759999999993,2015,2,Feb,2015-02,2015Q1,3,0.2899999999999999,627.48,380.0713684210526,581.0,26.16959999999999,125.49600000000001,16625.075144791666,2707.1999999999994
2252,CA-2015-116092,2015-02-15,2015-02-18,Second Class,JM-16195,Justin MacKendrick,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10000477,Office Supplies,Paper,Xerox 22,19.44,3,0.0,9.3312,2015,2,Feb,2015-02,2015Q1,3,0.48000000000000004,627.48,380.0713684210526,1508.0,3.1104000000000003,125.49600000000001,16625.075144791666,97.2
2253,CA-2016-117849,2016-04-15,2016-04-17,Second Class,JK-16120,Julie Kriz,Home Office,United States,San Diego,California,92105,West,OFF-PA-10004327,Office Supplies,Paper,Xerox 1911,143.7,3,0.0,68.976,2016,4,Apr,2016-04,2016Q2,2,0.48000000000000004,143.7,238.6658823529412,669.0,22.992,143.7,16625.075144791666,718.4999999999999
2254,CA-2015-169201,2015-09-28,2015-10-01,First Class,HG-14965,Henry Goldwyn,Corporate,United States,San Francisco,California,94110,West,OFF-AP-10000696,Office Supplies,Appliances,Holmes Odor Grabber,43.26,3,0.0,14.275799999999998,2015,9,Sep,2015-09,2015Q3,3,0.32999999999999996,86.82,309.2267058823529,876.0,4.7585999999999995,43.41,16625.075144791666,216.29999999999998
2255,CA-2015-169201,2015-09-28,2015-10-01,First Class,HG-14965,Henry Goldwyn,Corporate,United States,San Francisco,California,94110,West,OFF-AP-10002082,Office Supplies,Appliances,Holmes HEPA Air Purifier,43.56,2,0.0,15.245999999999999,2015,9,Sep,2015-09,2015Q3,3,0.35,86.82,309.2267058823529,1027.0,7.622999999999999,43.41,16625.075144791666,217.8
2256,CA-2016-164091,2016-09-17,2016-09-22,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Bangor,Maine,4401,East,TEC-PH-10001944,Technology,Phones,Wi-Ex zBoost YX540 Cellular Phone Signal Booster,437.84999999999997,3,0.0,131.35499999999996,2016,9,Sep,2016-09,2016Q3,5,0.29999999999999993,547.3299999999999,1073.346076923077,257.0,43.78499999999999,273.66499999999996,15555.403416666668,2189.2499999999995
2257,CA-2016-164091,2016-09-17,2016-09-22,Standard Class,LA-16780,Laura Armstrong,Corporate,United States,Bangor,Maine,4401,East,FUR-FU-10004952,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",109.48,2,0.0,33.9388,2016,9,Sep,2016-09,2016Q3,5,0.31,547.3299999999999,1073.346076923077,737.0,16.9694,273.66499999999996,15555.403416666668,547.4
2258,CA-2017-105214,2017-06-16,2017-06-19,First Class,TS-21610,Troy Staebel,Consumer,United States,San Francisco,California,94122,West,FUR-CH-10000015,Furniture,Chairs,Hon Multipurpose Stacking Arm Chairs,1212.96,7,0.2,90.97199999999998,2017,6,Jun,2017-06,2017Q2,3,0.07499999999999998,1231.5,421.768,70.0,12.995999999999997,615.75,16625.075144791666,6064.8
2259,CA-2017-105214,2017-06-16,2017-06-19,First Class,TS-21610,Troy Staebel,Consumer,United States,San Francisco,California,94122,West,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",18.54,2,0.0,8.713799999999999,2017,6,Jun,2017-06,2017Q2,3,0.47,1231.5,421.768,1015.0,4.3568999999999996,615.75,16625.075144791666,92.69999999999999
2260,CA-2015-117611,2015-11-08,2015-11-10,Second Class,MZ-17335,Maria Zettner,Home Office,United States,San Diego,California,92024,West,OFF-FA-10002280,Office Supplies,Fasteners,Advantus Plastic Paper Clips,5.0,1,0.0,2.4,2015,11,Nov,2015-11,2015Q4,2,0.48,376.96999999999997,190.25866666666664,1048.0,2.4,188.48499999999999,16625.075144791666,25.0
2261,CA-2015-117611,2015-11-08,2015-11-10,Second Class,MZ-17335,Maria Zettner,Home Office,United States,San Diego,California,92024,West,TEC-AC-10002049,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.96999999999997,3,0.0,66.95459999999997,2015,11,Nov,2015-11,2015Q4,2,0.17999999999999994,376.96999999999997,190.25866666666664,131.0,22.31819999999999,188.48499999999999,16625.075144791666,1859.8499999999997
2262,US-2015-137960,2015-12-18,2015-12-18,Same Day,MW-18220,Mitch Webber,Consumer,United States,New York City,New York,10035,East,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,166.24,1,0.0,24.936000000000007,2015,12,Dec,2015-12,2015Q4,0,0.15000000000000002,166.24,1679.6897142857142,236.0,24.936000000000007,166.24,15555.403416666668,831.2
2263,CA-2017-122994,2017-02-06,2017-02-09,First Class,MV-17485,Mark Van Huff,Consumer,United States,Arlington,Virginia,22204,South,FUR-BO-10004015,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",359.96999999999997,3,0.0,79.19339999999997,2017,2,Feb,2017-02,2017Q1,3,0.21999999999999992,359.96999999999997,163.78466666666665,187.0,26.39779999999999,359.96999999999997,8976.960322916668,1799.8499999999997
2264,CA-2016-131065,2016-11-14,2016-11-16,Second Class,AA-10375,Allen Armold,Consumer,United States,Atlanta,Georgia,30318,South,TEC-AC-10004145,Technology,Accessories,Logitech diNovo Edge Keyboard,499.98,2,0.0,114.99540000000002,2016,11,Nov,2016-11,2016Q4,2,0.23000000000000004,513.52,174.56026666666668,56.0,57.49770000000001,171.17333333333332,8976.960322916668,2499.9
2265,CA-2016-131065,2016-11-14,2016-11-16,Second Class,AA-10375,Allen Armold,Consumer,United States,Atlanta,Georgia,30318,South,OFF-PA-10002479,Office Supplies,Paper,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5.28,1,0.0,2.376,2016,11,Nov,2016-11,2016Q4,2,0.44999999999999996,513.52,174.56026666666668,1243.0,2.376,171.17333333333332,8976.960322916668,26.4
2266,CA-2016-131065,2016-11-14,2016-11-16,Second Class,AA-10375,Allen Armold,Consumer,United States,Atlanta,Georgia,30318,South,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,2,0.0,3.8822,2016,11,Nov,2016-11,2016Q4,2,0.47000000000000003,513.52,174.56026666666668,1221.0,1.9411,171.17333333333332,8976.960322916668,41.3
2267,CA-2017-149146,2017-10-12,2017-10-12,Same Day,SM-20320,Sean Miller,Home Office,United States,Monroe,North Carolina,28110,South,OFF-PA-10003919,Office Supplies,Paper,Xerox 1989,7.968000000000001,2,0.2,2.6892000000000005,2017,10,Oct,2017-10,2017Q4,0,0.3375,7.968000000000001,11357.346266666666,1822.0,1.3446000000000002,7.968000000000001,8976.960322916668,39.84
2268,CA-2017-137470,2017-09-17,2017-09-17,Same Day,TP-21415,Tom Prescott,Consumer,United States,Seattle,Washington,98115,West,OFF-PA-10002001,Office Supplies,Paper,Xerox 1984,12.96,2,0.0,6.3504000000000005,2017,9,Sep,2017-09,2017Q3,0,0.49,12.96,688.13104,1805.0,3.1752000000000002,12.96,16625.075144791666,64.8
2269,CA-2017-105480,2017-12-20,2017-12-26,Standard Class,DK-13225,Dean Katz,Corporate,United States,Rochester,New York,14609,East,OFF-PA-10002787,Office Supplies,Paper,Xerox 227,6.48,1,0.0,3.1104000000000003,2017,12,Dec,2017-12,2017Q4,6,0.48000000000000004,13.464000000000002,573.432,1304.0,3.1104000000000003,6.732000000000001,15555.403416666668,32.4
2270,CA-2017-105480,2017-12-20,2017-12-26,Standard Class,DK-13225,Dean Katz,Corporate,United States,Rochester,New York,14609,East,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,6.984000000000001,1,0.2,2.357099999999999,2017,12,Dec,2017-12,2017Q4,6,0.3374999999999998,13.464000000000002,573.432,1030.0,2.357099999999999,6.732000000000001,15555.403416666668,34.92
2271,CA-2017-164917,2017-12-02,2017-12-07,Standard Class,MK-17905,Michael Kennedy,Corporate,United States,Miami,Florida,33180,South,OFF-AR-10004344,Office Supplies,Art,Bulldog Vacuum Base Pencil Sharpener,47.96,5,0.2,4.196499999999995,2017,12,Dec,2017-12,2017Q4,5,0.0874999999999999,47.96,410.958,911.0,0.839299999999999,47.96,8976.960322916668,239.79999999999998
2272,CA-2015-102036,2015-09-21,2015-09-27,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Seattle,Washington,98105,West,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,199.74,6,0.0,47.937599999999996,2015,9,Sep,2015-09,2015Q3,6,0.23999999999999996,199.74,278.9691428571429,564.0,7.989599999999999,199.74,16625.075144791666,998.7
2273,CA-2015-142944,2015-03-06,2015-03-11,Standard Class,JL-15850,John Lucas,Consumer,United States,San Francisco,California,94122,West,FUR-FU-10000308,Furniture,Furnishings,Deflect-o Glass Clear Studded Chair Mats,435.26,7,0.0,95.75720000000001,2015,3,Mar,2015-03,2015Q1,5,0.22000000000000003,1555.2440000000001,543.5272727272727,374.0,13.679600000000002,777.6220000000001,16625.075144791666,2176.2999999999997
2274,CA-2015-142944,2015-03-06,2015-03-11,Standard Class,JL-15850,John Lucas,Consumer,United States,San Francisco,California,94122,West,TEC-CO-10003763,Technology,Copiers,Canon PC1060 Personal Laser Copier,1119.9840000000002,2,0.2,377.99459999999993,2015,3,Mar,2015-03,2015Q1,5,0.3374999999999999,1555.2440000000001,543.5272727272727,20.0,188.99729999999997,777.6220000000001,16625.075144791666,5599.92
2275,CA-2014-157882,2014-10-03,2014-10-08,Second Class,AR-10405,Allen Rosenblatt,Corporate,United States,Los Angeles,California,90036,West,FUR-TA-10001866,Furniture,Tables,Bevis Round Conference Room Tables and Bases,143.432,1,0.2,3.5857999999999848,2014,10,Oct,2014-10,2014Q4,5,0.024999999999999897,265.784,386.1217142857143,727.0,3.5857999999999848,132.892,16625.075144791666,717.1599999999999
2276,CA-2014-157882,2014-10-03,2014-10-08,Second Class,AR-10405,Allen Rosenblatt,Corporate,United States,Los Angeles,California,90036,West,FUR-CH-10002774,Furniture,Chairs,"Global Deluxe Stacking Chair, Gray",122.352,3,0.2,13.764599999999994,2014,10,Oct,2014-10,2014Q4,5,0.11249999999999995,265.784,386.1217142857143,595.0,4.588199999999998,132.892,16625.075144791666,611.76
2277,CA-2014-104283,2014-06-27,2014-07-01,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",306.2,5,0.0,0.0,2014,6,Jun,2014-06,2014Q2,4,0.0,616.14,368.4362857142857,394.0,0.0,205.38,8976.960322916668,1530.9999999999998
2278,CA-2014-104283,2014-06-27,2014-07-01,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,85.98,1,0.0,22.354800000000004,2014,6,Jun,2014-06,2014Q2,4,0.26000000000000006,616.14,368.4362857142857,121.0,22.354800000000004,205.38,8976.960322916668,429.9
2279,CA-2014-104283,2014-06-27,2014-07-01,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Southaven,Mississippi,38671,South,TEC-AC-10000109,Technology,Accessories,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,223.96,4,0.0,53.75040000000001,2014,6,Jun,2014-06,2014Q2,4,0.24000000000000005,616.14,368.4362857142857,386.0,13.437600000000003,205.38,8976.960322916668,1119.8
2280,CA-2017-142622,2017-10-30,2017-11-02,First Class,JK-15625,Jim Karlsson,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10003833,Furniture,Chairs,Novimex Fabric Task Chair,97.568,2,0.2,-6.0980000000000025,2017,10,Oct,2017-10,2017Q4,3,-0.06250000000000003,911.82,691.703,322.0,-3.0490000000000013,303.94,16625.075144791666,487.84
2281,CA-2017-142622,2017-10-30,2017-11-02,First Class,JK-15625,Jim Karlsson,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10004289,Furniture,Chairs,Global Super Steno Chair,614.272,8,0.2,-23.03520000000006,2017,10,Oct,2017-10,2017Q4,3,-0.037500000000000096,911.82,691.703,260.0,-2.8794000000000075,303.94,16625.075144791666,3071.36
2282,CA-2017-142622,2017-10-30,2017-11-02,First Class,JK-15625,Jim Karlsson,Consumer,United States,Seattle,Washington,98115,West,FUR-BO-10004467,Furniture,Bookcases,Bestar Classic Bookcase,199.98,2,0.0,37.99619999999999,2017,10,Oct,2017-10,2017Q4,3,0.18999999999999995,911.82,691.703,321.0,18.998099999999994,303.94,16625.075144791666,999.8999999999999
2283,CA-2016-132143,2016-09-03,2016-09-05,First Class,FM-14215,Filia McAdams,Corporate,United States,Middletown,Connecticut,6457,East,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",48.16,7,0.0,22.153599999999997,2016,9,Sep,2016-09,2016Q3,2,0.45999999999999996,48.16,330.41120000000006,1046.0,3.1647999999999996,48.16,15555.403416666668,240.79999999999998
2284,CA-2015-153108,2015-03-05,2015-03-09,Standard Class,SF-20200,Sarah Foster,Consumer,United States,New Castle,Indiana,47362,Central,TEC-PH-10001552,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,23.92,2,0.0,6.697600000000001,2015,3,Mar,2015-03,2015Q1,4,0.28,84.61,436.50266666666664,712.0,3.3488000000000007,42.305,11486.7474975,119.60000000000001
2285,CA-2015-153108,2015-03-05,2015-03-09,Standard Class,SF-20200,Sarah Foster,Consumer,United States,New Castle,Indiana,47362,Central,OFF-AP-10002222,Office Supplies,Appliances,Staple holder,60.69,7,0.0,16.386300000000002,2015,3,Mar,2015-03,2015Q1,4,0.27,84.61,436.50266666666664,722.0,2.3409000000000004,42.305,11486.7474975,303.45
2286,CA-2016-112676,2016-05-05,2016-05-08,First Class,PJ-18835,Patrick Jones,Corporate,United States,Murfreesboro,Tennessee,37130,South,OFF-PA-10003971,Office Supplies,Paper,Xerox 1965,14.352000000000002,3,0.2,5.2026,2016,5,May,2016-05,2016Q2,3,0.3625,14.352000000000002,191.28184615384617,1596.0,1.7342000000000002,14.352000000000002,8976.960322916668,71.76
2287,CA-2017-165687,2017-11-17,2017-11-23,Standard Class,CS-12355,Christine Sundaresam,Consumer,United States,Salem,Virginia,24153,South,OFF-AP-10004036,Office Supplies,Appliances,Bionaire 99.97% HEPA Air Cleaner,35.04,2,0.0,12.264,2017,11,Nov,2017-11,2017Q4,6,0.35,35.04,386.46645454545455,1089.0,6.132,35.04,8976.960322916668,175.2
